SOLE		| 1.989E30	| 696340	| 0
TERRA		| 5,972E24	| 6371		| 149600000
VENERE		| 4,869E24	| 6051,8	| 108200000
LUNA		| 7.342E22	| 1737,4	| 149600000
MARTE		| 6.39E23	| 3389,5	| 227900000
GIOVE		| 1.898E27	| 69911		| 778500000
SATURNO		| 5.683E26	| 58232		| 1,434E9
PLUTONE		| 1.293E22	| 1188,3	| 4,488E9
MERCURIO	| 3.285E23	| 2439,7	| 57910000
NETTUNO		| 1.024E26	| 24622		| 4,495E9
URANO		| 8.861E25	| 25362		| 2,871E9
